datetime,symbol,open,high,low,close,volume
2013-04-21 03:30:00,bitfinex:BTCUSD,126.0,129.45,110.0,121.0,11580.98597852
2013-04-22 03:30:00,bitfinex:BTCUSD,121.8,129.75,120.0,127.596,8104.99347638
2013-04-23 03:30:00,bitfinex:BTCUSD,127.612,145.9,126.5,145.9,11532.9540068
2013-04-24 03:30:00,bitfinex:BTCUSD,144.34,166.99,140.9,154.15,24751.63455279
2013-04-25 03:30:00,bitfinex:BTCUSD,154.03,169.13,120.03,136.4,22857.32867818
2013-04-26 03:30:00,bitfinex:BTCUSD,135.852,139.189,13.0,134.7,12185.69412188
2013-04-27 03:30:00,bitfinex:BTCUSD,136.0,147.51,121.46,131.0,8035.49033222
2013-04-28 03:30:00,bitfinex:BTCUSD,131.05,136.99,129.55,135.81,6799.44134961
2013-04-29 03:30:00,bitfinex:BTCUSD,135.928,148.5,113.42,144.21,10304.73582066
2013-04-30 03:30:00,bitfinex:BTCUSD,144.21,146.6752,133.89,139.88,10218.26846292
2013-05-01 03:30:00,bitfinex:BTCUSD,139.88,139.88,105.0,113.209,24644.38215483
2013-05-02 03:30:00,bitfinex:BTCUSD,113.5,127.18,90.414,104.41,29828.26689093
2013-05-03 03:30:00,bitfinex:BTCUSD,104.72,104.73,80.0,95.49,32834.49968717
2013-05-04 03:30:00,bitfinex:BTCUSD,95.0,116.13,94.46,114.8,15641.36289456
2013-05-05 03:30:00,bitfinex:BTCUSD,114.94,126.0,100.0,116.89,12094.69894783
2013-05-06 03:30:00,bitfinex:BTCUSD,116.94,124.3,106.0,110.0,12864.62751303
2013-05-07 03:30:00,bitfinex:BTCUSD,108.9,113.7,98.0,113.49,15143.67696715
2013-05-08 03:30:00,bitfinex:BTCUSD,113.54,116.98,108.23,110.12,9113.31916386
2013-05-09 03:30:00,bitfinex:BTCUSD,109.37,113.298,108.9,112.5,2840.88373532
2013-05-10 03:30:00,bitfinex:BTCUSD,112.1,122.5,111.4,118.38,7728.14475669
2013-05-11 03:30:00,bitfinex:BTCUSD,118.38,118.9,112.72,115.02,3704.98821061
2013-05-12 03:30:00,bitfinex:BTCUSD,115.5,118.0,113.0,116.0,2785.58034464
2013-05-13 03:30:00,bitfinex:BTCUSD,116.35,118.97,114.07,117.2,2518.94055761
2013-05-14 03:30:00,bitfinex:BTCUSD,117.5,119.85,103.45,106.65,13190.23189472
2013-05-15 03:30:00,bitfinex:BTCUSD,106.5,117.0,104.1,110.96,6340.10415431
2013-05-16 03:30:00,bitfinex:BTCUSD,112.0,119.1,108.28,114.0,5488.03780893
2013-05-17 03:30:00,bitfinex:BTCUSD,114.01,122.0,112.35,117.0,4155.98062351
2013-05-18 03:30:00,bitfinex:BTCUSD,117.84,118.98,115.81001,117.99,2009.73233964
2013-05-19 03:30:00,bitfinex:BTCUSD,118.45,120.99,115.61,118.0,1392.76377313
2013-05-20 03:30:00,bitfinex:BTCUSD,118.0,118.94,116.0,118.44,872.06485072
2013-05-21 03:30:00,bitfinex:BTCUSD,118.29,118.6,117.0,117.99,1884.37729912
2013-05-22 03:30:00,bitfinex:BTCUSD,117.91,120.0,117.0,119.19,2514.45393124
2013-05-23 03:30:00,bitfinex:BTCUSD,119.44,124.25,118.6,123.97,4068.23548175
2013-05-24 03:30:00,bitfinex:BTCUSD,124.04,130.0,122.4,129.19,7842.17570453
2013-05-25 03:30:00,bitfinex:BTCUSD,129.25,129.73,125.1,128.49,2648.3599557
2013-05-26 03:30:00,bitfinex:BTCUSD,129.0,133.0,128.0,130.19,2961.43379381
2013-05-27 03:30:00,bitfinex:BTCUSD,129.435,130.59,123.0,126.78,3424.55054519
2013-05-28 03:30:00,bitfinex:BTCUSD,126.16,127.0,123.0,126.69,2573.82772973
2013-05-29 03:30:00,bitfinex:BTCUSD,126.73,140.68,125.67,129.79,3570.11190048
2013-05-30 03:30:00,bitfinex:BTCUSD,129.8,131.0,124.15,125.8,4806.8825098
2013-05-31 03:30:00,bitfinex:BTCUSD,126.54,129.1,126.0,127.9,2172.91266204
2013-06-01 03:30:00,bitfinex:BTCUSD,127.9,129.0,127.0,128.79,947.96948972
2013-06-02 03:30:00,bitfinex:BTCUSD,128.78,132.65,117.0,120.0,12638.37050532
2013-06-03 03:30:00,bitfinex:BTCUSD,120.0,132.87,117.0,123.03,4010.12211142
2013-06-04 03:30:00,bitfinex:BTCUSD,123.58,123.78,116.42,120.02,5134.9958556
2013-06-05 03:30:00,bitfinex:BTCUSD,120.9,122.37,119.6,120.16,1400.43905156
2013-06-06 03:30:00,bitfinex:BTCUSD,120.06,121.08,118.0,118.09,1290.66727574
2013-06-07 03:30:00,bitfinex:BTCUSD,118.09,118.7,107.0,110.02,9690.30157393
2013-06-08 03:30:00,bitfinex:BTCUSD,110.0,112.5,108.45,108.8,1839.24262955
2013-06-09 03:30:00,bitfinex:BTCUSD,108.8,110.0,89.9,97.4,16609.46399561
2013-06-10 03:30:00,bitfinex:BTCUSD,97.2,108.0,93.0,105.0,8857.46029819
2013-06-11 03:30:00,bitfinex:BTCUSD,104.5,108.03,103.4,107.32,3197.72382877
2013-06-12 03:30:00,bitfinex:BTCUSD,107.0,119.0,105.0,107.25,5021.60651626
2013-06-13 03:30:00,bitfinex:BTCUSD,107.27,109.14,95.0,100.8,6291.50329323
2013-06-14 03:30:00,bitfinex:BTCUSD,100.49,107.36,96.22,98.34,4510.05922594
2013-06-15 03:30:00,bitfinex:BTCUSD,98.34,104.0,97.1,99.99,2338.75998234
2013-06-16 03:30:00,bitfinex:BTCUSD,99.99,101.1,98.66,98.7,1208.9259396
2013-06-17 03:30:00,bitfinex:BTCUSD,98.9,101.01,98.3,100.65,1265.81455265
2013-06-18 03:30:00,bitfinex:BTCUSD,101.28,108.5,99.99,103.65,6087.69297486
2013-06-19 03:30:00,bitfinex:BTCUSD,103.97,107.5,102.99,105.3,2778.99095087
2013-06-20 03:30:00,bitfinex:BTCUSD,105.3,108.0,91.0,103.0,7024.92314931
2013-06-21 03:30:00,bitfinex:BTCUSD,103.0,105.0,96.0,101.5,4356.90363564
2013-06-22 03:30:00,bitfinex:BTCUSD,101.43,102.4,98.49,99.53,1177.66237993
2013-06-23 03:30:00,bitfinex:BTCUSD,99.53,101.5,98.6,100.5,774.33420412
2013-06-24 03:30:00,bitfinex:BTCUSD,100.0,102.13,95.38,99.27,2836.30230564
2013-06-25 03:30:00,bitfinex:BTCUSD,98.54,100.9,97.5,98.2,3453.50485153
2013-06-26 03:30:00,bitfinex:BTCUSD,98.21,100.0,96.99,97.85,1436.7594521
2013-06-27 03:30:00,bitfinex:BTCUSD,98.37,98.47,93.0,93.91,2473.24450761
2013-06-28 03:30:00,bitfinex:BTCUSD,92.82,96.4,88.01,88.83,6291.04482538
2013-06-29 03:30:00,bitfinex:BTCUSD,88.01,91.6,86.15,88.74,1619.08578605
2013-06-30 03:30:00,bitfinex:BTCUSD,88.47,90.25,88.26,89.24,534.21665722
2013-07-01 03:30:00,bitfinex:BTCUSD,89.52,91.56,1.0,85.34,10920.27821825
2013-07-02 03:30:00,bitfinex:BTCUSD,85.08,89.56,83.24,88.2,3189.45653643
2013-07-03 03:30:00,bitfinex:BTCUSD,88.01,88.41,75.0,77.29,8648.99871259
2013-07-04 03:30:00,bitfinex:BTCUSD,77.3,82.0,70.04,78.12,6930.47134722
2013-07-05 03:30:00,bitfinex:BTCUSD,78.01,79.17,64.0,66.0,13857.06833592
2013-07-06 03:30:00,bitfinex:BTCUSD,66.0,73.26,62.94,64.89,10296.58125449
2013-07-07 03:30:00,bitfinex:BTCUSD,65.6,74.1,65.1,72.99,5763.60506475
2013-07-08 03:30:00,bitfinex:BTCUSD,73.7,77.0,70.0,74.0,7430.01454635
2013-07-09 03:30:00,bitfinex:BTCUSD,74.0,76.01,70.47,75.83,7081.46466089
2013-07-10 03:30:00,bitfinex:BTCUSD,74.84,89.23,74.83,86.0,12139.47331764
2013-07-11 03:30:00,bitfinex:BTCUSD,86.0,90.0,84.0,90.0,6924.99315878
2013-07-12 03:30:00,bitfinex:BTCUSD,89.89,101.39,86.64,88.93,14005.61476541
2013-07-13 03:30:00,bitfinex:BTCUSD,88.87,92.5,85.0,91.34,4131.9895409
2013-07-14 03:30:00,bitfinex:BTCUSD,91.59,93.0,88.41,90.01,2241.1773301
2013-07-15 03:30:00,bitfinex:BTCUSD,89.66,99.83,82.45,93.82,5811.54314517
2013-07-16 03:30:00,bitfinex:BTCUSD,93.81,94.0,84.7,91.79,2430.27678839
2013-07-17 03:30:00,bitfinex:BTCUSD,92.01,92.8,88.4085,90.6,2020.85109442
2013-07-18 03:30:00,bitfinex:BTCUSD,90.6,91.0,77.0,83.54,7520.65640105
2013-07-19 03:30:00,bitfinex:BTCUSD,83.64,87.1,83.4,85.42,4763.50739457
2013-07-20 03:30:00,bitfinex:BTCUSD,86.0,87.2,84.27,85.04,1185.84085539
2013-07-21 03:30:00,bitfinex:BTCUSD,85.51,86.4,84.0,85.84,2295.84782549
2013-07-22 03:30:00,bitfinex:BTCUSD,86.04,87.1,83.99,86.18,1822.89536251
2013-07-23 03:30:00,bitfinex:BTCUSD,86.23,88.67,82.99,86.91,2751.39615702
2013-07-24 03:30:00,bitfinex:BTCUSD,86.92,95.68,86.46,88.39,1683.08152966
2013-07-25 03:30:00,bitfinex:BTCUSD,87.87,91.99899,87.15,89.92,3391.61340184
2013-07-26 03:30:00,bitfinex:BTCUSD,89.79,91.72,89.2,89.95,835.71673165
2013-07-27 03:30:00,bitfinex:BTCUSD,89.95306,90.11,87.8,88.01,1439.30444457
2013-07-28 03:30:00,bitfinex:BTCUSD,88.24,94.0,87.92,93.05,3477.00690765
2013-07-29 03:30:00,bitfinex:BTCUSD,92.47977,93.73,90.54,92.85,2652.52280634
2013-07-30 03:30:00,bitfinex:BTCUSD,92.7,97.72,92.7,97.41,3755.42686434
2013-07-31 03:30:00,bitfinex:BTCUSD,97.99,101.03,95.1,98.46,5622.56213092
2013-08-01 03:30:00,bitfinex:BTCUSD,97.72,98.24265,95.21,96.59,3545.52938447
2013-08-02 03:30:00,bitfinex:BTCUSD,96.52,98.7,93.75,96.33,5492.99320451
2013-08-03 03:30:00,bitfinex:BTCUSD,96.7,97.23,94.67,96.22,2285.47804037
2013-08-04 03:30:00,bitfinex:BTCUSD,96.2,96.7,95.83,96.38,937.93472883
2013-08-05 03:30:00,bitfinex:BTCUSD,96.51,98.91,96.21,97.6,2997.7509831
2013-08-06 03:30:00,bitfinex:BTCUSD,97.8,98.9,97.0,97.83,2604.84095091
2013-08-07 03:30:00,bitfinex:BTCUSD,97.83,98.3,95.5,97.17,1557.65339524
2013-08-08 03:30:00,bitfinex:BTCUSD,96.94,97.14,91.4,95.25,5268.49395576
2013-08-09 03:30:00,bitfinex:BTCUSD,95.16,95.51,89.51,92.28,5259.31927852
2013-08-10 03:30:00,bitfinex:BTCUSD,92.28,94.0,92.14,93.7,912.33564272
2013-08-11 03:30:00,bitfinex:BTCUSD,93.7,94.52,93.2,94.51,428.14419434
2013-08-12 03:30:00,bitfinex:BTCUSD,94.49,96.24,93.31,94.8,3033.15167686
2013-08-13 03:30:00,bitfinex:BTCUSD,94.67,98.2,94.53,97.58,3710.83380465
2013-08-14 03:30:00,bitfinex:BTCUSD,97.46,101.0,97.36828,99.13,7718.30260675
2013-08-15 03:30:00,bitfinex:BTCUSD,99.12,100.01,96.24,98.46,1751.063824
2013-08-16 03:30:00,bitfinex:BTCUSD,98.54,99.0,96.53,98.24,1942.45525095
2013-08-17 03:30:00,bitfinex:BTCUSD,98.22,100.0,97.5,99.04,1735.72947456
2013-08-18 03:30:00,bitfinex:BTCUSD,98.52,99.75,98.42,99.43,757.95953601
2013-08-19 03:30:00,bitfinex:BTCUSD,99.25,105.0,98.82,102.99,7068.60837043
2013-08-20 03:30:00,bitfinex:BTCUSD,102.99,106.49,100.48,106.35,5052.0403688
2013-08-21 03:30:00,bitfinex:BTCUSD,106.14,114.45,105.0,110.57,8480.41252652
2013-08-22 03:30:00,bitfinex:BTCUSD,110.76,113.01,107.99,109.39,3894.31855642
2013-08-23 03:30:00,bitfinex:BTCUSD,109.39,110.0,104.3,107.97,5235.64818856
2013-08-24 03:30:00,bitfinex:BTCUSD,107.42,110.6,106.61,109.27826,2746.59355714
2013-08-25 03:30:00,bitfinex:BTCUSD,109.27826,114.76,109.27826,112.86,6030.70726691
2013-08-26 03:30:00,bitfinex:BTCUSD,113.23,113.9,110.0,112.75,4238.88838163
2013-08-27 03:30:00,bitfinex:BTCUSD,113.0,119.0,111.77,118.47,8744.51605421
2013-08-28 03:30:00,bitfinex:BTCUSD,118.37,119.76,116.0,117.54,3645.11403303
2013-08-29 03:30:00,bitfinex:BTCUSD,117.4,121.0,117.4,119.0,2619.25770623
2013-08-30 03:30:00,bitfinex:BTCUSD,118.88,126.3,118.05,125.28,9776.67055603
2013-08-31 03:30:00,bitfinex:BTCUSD,125.0,134.94,123.75,130.01,12841.23802524
2013-09-01 03:30:00,bitfinex:BTCUSD,130.01,132.0,126.98,130.54,1638.43650068
2013-09-02 03:30:00,bitfinex:BTCUSD,130.65,132.05,128.0,129.4,4211.10894619
2013-09-03 03:30:00,bitfinex:BTCUSD,129.92,131.0,126.9,129.6,3644.26190216
2013-09-04 03:30:00,bitfinex:BTCUSD,129.61,129.92,115.0,117.15,10127.39127462
2013-09-05 03:30:00,bitfinex:BTCUSD,117.0,127.99,116.39,122.28,6593.00692501
2013-09-06 03:30:00,bitfinex:BTCUSD,122.48,124.75,115.0,117.27,6029.17292761
2013-09-07 03:30:00,bitfinex:BTCUSD,117.21,121.10889,115.6,119.8,2501.5743816
2013-09-08 03:30:00,bitfinex:BTCUSD,119.8,120.67,116.77,117.5,2948.586761
2013-09-09 03:30:00,bitfinex:BTCUSD,117.4,124.0,115.98561,121.79,8124.23444312
2013-09-10 03:30:00,bitfinex:BTCUSD,121.16,124.24,120.07,122.07,3446.03343765
2013-09-11 03:30:00,bitfinex:BTCUSD,122.34,127.79,118.39,127.02,10030.14018359
2013-09-12 03:30:00,bitfinex:BTCUSD,127.76,128.5,123.0,126.37,4567.10419724
2013-09-13 03:30:00,bitfinex:BTCUSD,126.44,129.11,126.06914,127.78,2209.78218772
2013-09-14 03:30:00,bitfinex:BTCUSD,127.89,127.98,122.53,123.77,3586.17940136
2013-09-15 03:30:00,bitfinex:BTCUSD,123.501337,126.35,123.15,125.75,1925.9661572
2013-09-16 03:30:00,bitfinex:BTCUSD,125.65,126.84,124.0,125.84,1680.75228091
2013-09-17 03:30:00,bitfinex:BTCUSD,126.38,127.74,125.32,126.79,2024.113268
2013-09-18 03:30:00,bitfinex:BTCUSD,127.08,128.41,125.78,127.05,3762.89265998
2013-09-19 03:30:00,bitfinex:BTCUSD,127.09,127.63,123.39,124.71,3829.67689163
2013-09-20 03:30:00,bitfinex:BTCUSD,124.9,125.66,121.5,122.45,3562.69930763
2013-09-21 03:30:00,bitfinex:BTCUSD,122.0,124.02,122.0,123.01,929.21389091
2013-09-22 03:30:00,bitfinex:BTCUSD,123.3,123.64,122.22,123.31,1080.62143229
2013-09-23 03:30:00,bitfinex:BTCUSD,123.49,124.09,122.0,123.35,2612.79957377
2013-09-24 03:30:00,bitfinex:BTCUSD,122.6,124.38,121.89,124.38,2970.42383538
2013-09-25 03:30:00,bitfinex:BTCUSD,124.48,125.22,123.3,124.55,1900.58157172
2013-09-26 03:30:00,bitfinex:BTCUSD,124.25,125.02,123.32,124.2,1070.39429452
2013-09-27 03:30:00,bitfinex:BTCUSD,124.4,126.92,124.37,126.62,2625.30062617
2013-09-28 03:30:00,bitfinex:BTCUSD,125.97,127.05,124.8,126.56,2644.01085273
2013-09-29 03:30:00,bitfinex:BTCUSD,126.9,128.8,126.0,126.54,2792.71270425
2013-09-30 03:30:00,bitfinex:BTCUSD,126.69,127.51,123.76,126.05,3046.06545268
2013-10-01 03:30:00,bitfinex:BTCUSD,125.99,127.9399,125.95,127.43,2411.90596931
2013-10-02 03:30:00,bitfinex:BTCUSD,126.99,128.5,83.26,105.3,41044.28406865
2013-10-03 03:30:00,bitfinex:BTCUSD,104.0,118.95,103.5,118.95,9281.02760562
2013-10-04 03:30:00,bitfinex:BTCUSD,118.95,123.25,117.81,121.89,6289.75018939
2013-10-05 03:30:00,bitfinex:BTCUSD,121.78,125.0,115.0,121.01,1345.88078965
2013-10-06 03:30:00,bitfinex:BTCUSD,121.51,122.9,121.02,122.9,462.21231791
2013-10-07 03:30:00,bitfinex:BTCUSD,122.87,124.45,120.8,123.69,4508.93234916
2013-10-08 03:30:00,bitfinex:BTCUSD,124.16,125.16,122.02,124.9,4897.28685298
2013-10-09 03:30:00,bitfinex:BTCUSD,124.98,127.99,123.36,125.94,6879.29500669
2013-10-10 03:30:00,bitfinex:BTCUSD,126.5,126.9,125.0,126.54,1907.92580186
2013-10-11 03:30:00,bitfinex:BTCUSD,126.54,127.44,125.54,126.97,2188.38996085
2013-10-12 03:30:00,bitfinex:BTCUSD,127.4,127.96,126.65,127.6,1608.85567704
2013-10-13 03:30:00,bitfinex:BTCUSD,127.89,133.4,127.55,133.4,6272.9532495
2013-10-14 03:30:00,bitfinex:BTCUSD,133.12,139.99,132.0,136.0,12137.22240344
2013-10-15 03:30:00,bitfinex:BTCUSD,136.12,150.0,134.09,144.6,11536.86596867
2013-10-16 03:30:00,bitfinex:BTCUSD,145.29,147.0,137.21,138.0,14867.27348926
2013-10-17 03:30:00,bitfinex:BTCUSD,137.48,144.98,133.99,143.5,5376.31277255
2013-10-18 03:30:00,bitfinex:BTCUSD,143.5,155.25,143.25,153.21,14548.07921901
2013-10-19 03:30:00,bitfinex:BTCUSD,153.66,178.5,151.5,165.56,20339.68292737
2013-10-20 03:30:00,bitfinex:BTCUSD,165.11,168.875,162.31,166.8,4124.20446895
2013-10-21 03:30:00,bitfinex:BTCUSD,166.81,183.66,166.2,183.66,12999.59531594
2013-10-22 03:30:00,bitfinex:BTCUSD,182.0,215.0,179.1,192.25,18841.91001131
2013-10-23 03:30:00,bitfinex:BTCUSD,192.42,212.89,187.0,209.735,13223.15125041
2013-10-24 03:30:00,bitfinex:BTCUSD,209.7,209.73,155.81,191.77657,41907.74341615
2013-10-25 03:30:00,bitfinex:BTCUSD,193.68,195.13,167.75,183.9,20078.57860317
2013-10-26 03:30:00,bitfinex:BTCUSD,183.9,187.79,175.21,181.93,6167.38029985
2013-10-27 03:30:00,bitfinex:BTCUSD,181.05,198.75,180.34,193.06,6109.88748534
2013-10-28 03:30:00,bitfinex:BTCUSD,193.85,199.0,192.15,196.98,5377.29396423
2013-10-29 03:30:00,bitfinex:BTCUSD,196.21,205.0,195.5,204.18,8262.65399732
2013-10-30 03:30:00,bitfinex:BTCUSD,203.0,206.0,195.05,199.07,14163.86792845
2013-10-31 03:30:00,bitfinex:BTCUSD,198.9,204.0,195.28,202.19,5137.01819605
2013-11-01 03:30:00,bitfinex:BTCUSD,201.91,203.8,200.5,201.95,1996.75507321
2013-11-02 03:30:00,bitfinex:BTCUSD,203.14,205.79,202.23,204.06,4000.28384417
2013-11-03 03:30:00,bitfinex:BTCUSD,203.81,219.89,203.0,212.0,5187.84085974
2013-11-04 03:30:00,bitfinex:BTCUSD,213.7,230.5,212.1,227.71,11988.9366841
2013-11-05 03:30:00,bitfinex:BTCUSD,229.65,250.75,225.44,241.97,23353.67713298
2013-11-06 03:30:00,bitfinex:BTCUSD,245.0,269.0,240.6,265.9,28720.3571231
2013-11-07 03:30:00,bitfinex:BTCUSD,265.07,297.79,262.0,295.37,35248.76262814
2013-11-08 03:30:00,bitfinex:BTCUSD,295.37,340.0,292.0,339.11,22990.9690176
2013-11-09 03:30:00,bitfinex:BTCUSD,340.18,386.0,297.0,325.98,32100.45480949
2013-11-10 03:30:00,bitfinex:BTCUSD,325.98,332.98,265.11,326.0,33308.69903152
2013-11-11 03:30:00,bitfinex:BTCUSD,320.0,357.95,311.56,349.99,10335.27618489
2013-11-12 03:30:00,bitfinex:BTCUSD,349.99,400.0,340.0,363.15,13556.00199163
2013-11-13 03:30:00,bitfinex:BTCUSD,363.97,414.73,357.8,406.34,12952.61012176
2013-11-14 03:30:00,bitfinex:BTCUSD,405.25,423.5,392.8,416.67,14213.58001666
2013-11-15 03:30:00,bitfinex:BTCUSD,417.8,439.94,388.011,416.3403,17880.19176522
2013-11-16 03:30:00,bitfinex:BTCUSD,419.0,448.95,415.31,437.7,9445.55541482
2013-11-17 03:30:00,bitfinex:BTCUSD,435.83,499.99,435.07,496.0,9855.63586705
2013-11-18 03:30:00,bitfinex:BTCUSD,495.0,789.0,492.11,779.0,23414.22852455
2013-11-19 03:30:00,bitfinex:BTCUSD,795.99,909.0,360.0,500.01,38353.96125456
2013-11-20 03:30:00,bitfinex:BTCUSD,499.99,630.0,450.01,602.0,25277.69940984
2013-11-21 03:30:00,bitfinex:BTCUSD,601.0,745.0,589.9,717.03,17558.20364619
2013-11-22 03:30:00,bitfinex:BTCUSD,723.6799,839.77,682.32,817.75,12447.56638276
2013-11-23 03:30:00,bitfinex:BTCUSD,817.0,886.876543,775.0,837.65,9652.67526044
2013-11-24 03:30:00,bitfinex:BTCUSD,838.0,860.0,745.0,828.7284,11975.7396778
2013-11-25 03:30:00,bitfinex:BTCUSD,828.7183,844.579,768.0,812.0,9419.33522794
2013-11-26 03:30:00,bitfinex:BTCUSD,815.0,960.0,800.0,930.0,10545.04265077
2013-11-27 03:30:00,bitfinex:BTCUSD,928.0001,970.0,894.0,969.0,12724.06723731
2013-11-28 03:30:00,bitfinex:BTCUSD,969.0,1050.34,945.0,1012.75,9147.52297855
2013-11-29 03:30:00,bitfinex:BTCUSD,1004.68,1145.0,999.12,1143.0,9342.62116663
2013-11-30 03:30:00,bitfinex:BTCUSD,1142.99,1171.25,1090.0,1116.0,4839.6441428
2013-12-01 03:30:00,bitfinex:BTCUSD,1119.5,1126.0,780.0,998.89,31961.94545127
2013-12-02 03:30:00,bitfinex:BTCUSD,998.89,1059.0,936.0,1037.11,11370.65780105
2013-12-03 03:30:00,bitfinex:BTCUSD,1035.44,1089.88,1000.0,1058.69445,5754.97781766
2013-12-04 03:30:00,bitfinex:BTCUSD,1054.0,1175.0,1052.0,1130.0,6670.70346667
2013-12-05 03:30:00,bitfinex:BTCUSD,1130.0,1139.25,848.42,982.23,24130.54012036
2013-12-06 03:30:00,bitfinex:BTCUSD,983.0,1018.99,790.0,815.0,28852.95128742
2013-12-07 03:30:00,bitfinex:BTCUSD,815.0202,830.0,538.0,695.0,43325.78257174
2013-12-08 03:30:00,bitfinex:BTCUSD,695.0,790.39,650.0,783.46,13257.7318784
2013-12-09 03:30:00,bitfinex:BTCUSD,784.0,943.9999,778.11,928.0,16886.68877766
2013-12-10 03:30:00,bitfinex:BTCUSD,925.25979,992.0,895.0,984.7,10093.71611309
2013-12-11 03:30:00,bitfinex:BTCUSD,984.9,990.0,804.26,886.02,16076.22389115
2013-12-12 03:30:00,bitfinex:BTCUSD,888.99,893.97,838.0,869.99,8159.06273895
2013-12-13 03:30:00,bitfinex:BTCUSD,868.99,923.71,850.02,870.07,9396.31081438
2013-12-14 03:30:00,bitfinex:BTCUSD,877.28,879.82,840.0,858.48,3950.27872876
2013-12-15 03:30:00,bitfinex:BTCUSD,855.7,871.8845,805.0,854.51,11479.85687872
2013-12-16 03:30:00,bitfinex:BTCUSD,859.88,864.0,650.9088,682.02,29709.47586938
2013-12-17 03:30:00,bitfinex:BTCUSD,682.5,751.0,613.0,650.0,24730.45343981
2013-12-18 03:30:00,bitfinex:BTCUSD,650.99,667.5,381.51,526.9889,80447.84588861
2013-12-19 03:30:00,bitfinex:BTCUSD,520.0,700.0,491.0,649.99,38041.03273391
2013-12-20 03:30:00,bitfinex:BTCUSD,649.99,721.0,570.0,629.9999,25071.42973697
2013-12-21 03:30:00,bitfinex:BTCUSD,629.9999,649.0,568.0,595.96,12033.47173276
2013-12-22 03:30:00,bitfinex:BTCUSD,595.96,674.39,574.0123,629.0,14169.70206123
2013-12-23 03:30:00,bitfinex:BTCUSD,629.0,670.0,617.61,657.0,8371.29160948
2013-12-24 03:30:00,bitfinex:BTCUSD,657.0,665.35,627.0,650.0,6413.81824098
2013-12-25 03:30:00,bitfinex:BTCUSD,648.22,695.0,635.0,690.0,4915.2401964
2013-12-26 03:30:00,bitfinex:BTCUSD,690.0,764.0,684.3,760.0,17311.41704248
2013-12-27 03:30:00,bitfinex:BTCUSD,761.0,761.45,704.0123,715.5201,11399.10879161
2013-12-28 03:30:00,bitfinex:BTCUSD,715.0,740.01,690.0,713.0,12824.43862621
2013-12-29 03:30:00,bitfinex:BTCUSD,712.1,732.0,700.0123,728.3,9341.14894587
2013-12-30 03:30:00,bitfinex:BTCUSD,726.38,740.62618,724.73,735.82,6004.78345104
2013-12-31 03:30:00,bitfinex:BTCUSD,735.82,740.0,710.02,739.28,13415.58238715
2014-01-01 03:30:00,bitfinex:BTCUSD,737.67,757.0,735.0,752.98,5518.67649188
2014-01-02 03:30:00,bitfinex:BTCUSD,750.0,800.0,742.52,786.6,9675.33792822
2014-01-03 03:30:00,bitfinex:BTCUSD,786.6,818.99,768.0,802.49,10195.61728984
2014-01-04 03:30:00,bitfinex:BTCUSD,802.4698,842.0,791.04,839.99,11519.48960325
2014-01-05 03:30:00,bitfinex:BTCUSD,839.99,939.8,825.0,910.0,18425.42569864
2014-01-06 03:30:00,bitfinex:BTCUSD,909.71,995.0,875.181,925.9999,20705.12398151
2014-01-07 03:30:00,bitfinex:BTCUSD,925.0,943.15,765.0,799.0,28593.46446783
